index,group,calories,lipids,carbohydrates,protein,name
499,8,156,0,5.57,26.48,SALMON COCIDO
500,8,302,0,23.9,21.7,SALMON EN ACEITE (INDUSTRIALIZADO)
501,8,131,0,4.69,22.25,SALMON FRESCO
502,8,290,0.6,23.6,18.8,SARDINAS EN ACEITE (INDUSTRIALIZADO)
503,8,121.29,1.7,15.4,12.23,SARDINAS EN TOMATE (INDUSTRIALIZADO)
504,8,99,6.85,0.9,15.18,SURIMI
505,8,89,0,0.5,19.8,"TORTUGA, CARNE FRESCA"
506,9,209,4.68,16.05,11.42,BOLONIA DE PAVO (EMBUTIDO)
507,9,455,1.86,38.27,24.1,CHORIZO DE CERDO
508,9,256.46,4.06,20.31,14.42,CHORIZO DE PAVO
509,9,263.64,4.16,19.97,16.1,CHORIZO Y LONGANIZA PROMEDIO
510,9,179.23,4.52,12.1,14.78,"EMBUTIDO PROMEDIO (SALCHICHA, JAMON Y MORTADELA, DE CERDO Y RES)"
511,9,298,0.6,26,15.4,JAMON DE CERDO
512,9,123,0.4,5.1,18.9,JAMON DE PAVO
513,9,250,6,20,12,"JAMON ENDIABLADO, INDUSTRIALIZADO"
514,9,210.5,0.5,15.55,17.15,"JAMON PAVO Y CERDO, PROMEDIO"
515,9,264.42,0.82,11.07,29.95,JAMON SERRANO
516,9,413,1.02,40.29,11.69,LONGANIZA DE CERDO
517,9,156.55,2.52,11.1,11.42,LONGANIZA DE POLLO
518,9,176,1.28,12.9,13.8,MORONGA
519,9,307,3.1,25.4,16.4,MORTADELA
520,9,209,4.68,16.05,11.42,PASTEL DE PAVO
521,9,320,1.5,28,14.2,"PATE (HIGADO NO ESPECIFICADO), INDUSTRIALIZADO"
522,9,158,4.65,8.75,15.05,PECHUGA DE PAVO AHUMADA EMBUTIDO
523,9,155,0.47,8.08,18.79,PECHUGA DE PAVO EMBUTIDO
524,9,339.03,10.3,24.94,19.09,PEPPERONI
525,9,157,0,10.9,13.83,QUESO DE PUERCO
526,9,321.43,0.71,24.29,25,SALAMI (CERDO Y RES)
527,9,269,0.28,23.68,15.27,SALCHICHA DE CERDO
528,9,165.09,9.72,9.99,9.74,SALCHICHA DE PAVO
529,9,342,3.63,30.64,12.05,SALCHICHA DE PAVO Y PUERCO
530,9,327,4.61,28.22,12.9,SALCHICHA DE RES
531,9,532,0,57.5,3.7,TOCINO DE PUERCO
532,10,21.45,2.5,1.07,0.43,ALIMENTO LIQUIDO DE ALMENDRAS
533,10,35.5,75,2.25,3.1,"BEBIDAS DE SOYA (TIPO ADES-ALMENDRA), SIN AZÚCAR AÑADIDO, INDUSTRIALIZADA 946mL"
534,10,22.9,4.3,0.4,0.6,"BEBIDAS DE SOYA (TIPO ADES-CON JUGO DE FRUTA, VARIOS SABORES), ENDULZADA, INDUSTRIALIZADA 946mL"
535,10,48.25,3.82,2.24,3.24,"BEBIDAS DE SOYA (TIPO ADES-FRAPPÉ DE COCO), ENDULZADA, INDUSTRIALIZADA 946mL"
536,10,52,0.73,0.17,10.9,CLARA DE HUEVO
537,10,55,10.4,0.9,1.4,CLUB CHAMBURSY LIGHT YOGURT DE FRESA
538,10,326.58,2.97,33.48,3.25,CREMA ACIDA DE LECHE DE VACA (TIPO ALPURA Y LALA)
539,10,169.54,5.86,14.82,3.52,"CREMA DE LECHE DE VACA, REDUCIDA EN GRASA O LIGHT"
540,10,574.73,50,41.25,0.87,"CREMA DE LECHE, EN POLVO"
541,10,219.47,3.85,21.77,2.2,CREMA DULCE DE LECHE DE VACA (TIPO MEDIACREMA)
542,10,206.84,4.19,19.97,2.59,CREMA PROMEDIO
543,10,203.98,12.94,2.35,3.26,DANONINO
544,10,72.11,14.11,1.44,0.67,"DANONINO O SIMILAR, DANONINO BEBIBLE 170g"
545,10,65.79,10.25,1.4,3.07,FERMENTADO LACTEO TIPO ACTIMEL Y SVELTY GASTROPROTECT
546,10,23.88,5.52,1,2.2,"FORMULA LACTEA LIGHT, FLUIDA"
547,10,158,0.41,11.09,13.05,HUEVO DE CODORNIZ
548,10,158.44,0.41,11.09,13.05,HUEVO DE CODORNIZ
549,10,143,0.72,9.51,12.56,HUEVO DE GALLINA (ENTERO)
550,10,185,1.35,13.27,13.87,HUEVO DE GANSA
551,10,218,4.3,15.2,14.9,HUEVO DE IGUANA
552,10,189,1.4,14.05,13,HUEVO DE PATA
553,10,171,1.15,11.95,13.39,HUEVO DE PAVA
554,10,115,0.9,6.3,12.6,HUEVO DE TORTUGA
555,10,590,4.03,41.86,46.13,HUEVO DESHIDRATADO
556,10,155,1.12,10.61,12.58,HUEVO DURO
557,10,196,0.83,14.84,13.61,"HUEVO ENTERO COCINADO, FRITO"
558,10,322,3.59,26.54,15.86,"HUEVO, YEMA"
559,10,172.9,5.83,11.66,11.16,JOCOQUE
560,10,93.7,14.57,2.84,2.78,"LECHE CON AZUCAR (U OTRO ENDULZANTE CON CALORIAS), PREPARACION ESTANDARIZADA"
561,10,63.64,8.2,2.07,2.98,"LECHE CON CAFE O CHOCOLATE, INDUSTRIALIZADA"
562,10,90.08,12.63,3.05,3.1,"LECHE CON CHOCOLATE, PREPARACION ESTANDARIZADA"
563,10,343,50,9,15.5,"LECHE CON FIBRA (TIPO SVELTY ACTIFIBRA), EN POLVO"
564,10,240,40,4,8,LECHE DE ALPISTE
565,10,54,6.1,2.4,2,"LECHE DE BURRA, FLUIDA"
566,10,27.8,3,1.75,0.1,LECHE DE COCO
567,10,44,3.61,1.94,3.08,"LECHE DE SOYA, FLUIDA"
568,10,333.5,60,1.5,20,"LECHE DESCREMADA, EN POLVO"
569,10,359,51.9,0.8,36.1,"LECHE DESCREMADA, EN POLVO CON VIT. A"
570,10,93,9,3.7,5.8,"LECHE DESCREMADA, EVAPORADA"
571,10,428.33,51.16,14.33,23.83,LECHE DESLACTOSADA EN POLVO
572,10,57,4.5,3,3,"LECHE DESLACTOSADA ENTERA, FLUIDA"
573,10,34.05,4.45,0.48,2.96,"LECHE DESLACTOSADA LIGHT, FLUIDA"
574,10,69,4.4,4.1,3.6,"LECHE ENTERA DE CABRA, FLUIDA"
575,10,108.73,17.54,2.97,2.95,LECHE ENTERA EN POLVO CON CHOCOLATE
576,10,69,5.2,3.8,3.4,"LECHE ENTERA HERVIDA, FLUIDA"
577,10,60.49,4.9,3.16,3.1,"LECHE ENTERA PASTEURIZADA O CRUDA, FLUIDA"
578,10,493.33,39,26,26,"LECHE ENTERA, EN POLVO"
579,10,109.6,10.9,4,7.5,"LECHE ENTERA, EVAPORADA"
580,10,494,39,26,26,"LECHE LICONSA FORTIFICADA TENUTRE, EN POLVO"
581,10,421,47,13,29,"LECHE LICONSAFORTIFICADA TENUTRE, FLUIDA"
582,10,49.04,4.75,2.36,3.05,LECHE LICONSA PROMEDIO
583,10,35.6,4.8,0.48,3,"LECHE LICONSA REDUCIDA EN GRASA, FLUIDA"
584,10,40.67,5.76,0.65,3.02,LECHE LIGHT (PROMEDIO)
585,10,113.25,11.41,4.6,6.42,"LECHE LIGHT, EVAPORADA (CARNATION LIGHT)"
586,10,35.56,4.89,0.42,3.03,"LECHE LIGHT, FLUIDA"
587,10,72.8,7.18,4.56,1.07,LECHE MATERNA
588,10,444.44,60,16,15,LECHE NIDO KINDER
589,10,507.69,51.28,27.69,13.84,"LECHE NURSOY (DE SOYA), EN POLVO"
590,10,76.54,12.88,1.82,2.14,"LECHE SABORIZADA (CHOCOLATE, FRESA, VAINILLA), FLUIDA"
591,10,54.56,7.17,1.54,2.95,LECHE SABORIZADA ALPURA VAQUITAS 250mL
592,10,58.78,9.66,1.02,2.71,LECHE HERSHEY'S COOKIES 'N' CREME 236 ML
593,10,73.27,11.46,1.74,2.95,LECHE SABORIZADA SANTA CLARA TODOS SABORES- ENVASE DE PLÁSTICO 240mL
594,10,74.3,11.74,1.75,2.91,LECHE SABORIZADA SANTA CLARA TODOS SABORES-TETRAPACK 240mL
595,10,47.5,4.75,1.62,3.04,"LECHE SEMIDESCREMADA, FLUIDA"
596,10,50.83,4.79,2.12,3.12,"LECHE SIN COLESTEROL, FLUIDA"
597,10,47.8,8.8,0.2,2.7,"LECHE SVELTY, HIDRATADA (FLUIDA)"
598,10,404.16,55.94,11.55,19.05,"LECHE SVELTY, POLVO"
599,10,62.19,4.79,3.42,3.13,"LECHE, ALPURA"
600,10,46.48,4.65,1.74,3.03,"LECHE, ALPURA DESLACTOSADA"
601,10,42.19,5.04,1,3.25,"LECHE, ALPURA LIGHT"
602,10,60.62,4.65,3.31,3.03,"LECHE, FRESCA DE VACA"
603,10,60.9,4.8,3.24,3.12,"LECHE, LALA"
604,10,50.05,5.47,1.55,3.53,"LECHE, LALA EXTRA CALCIO DESLACTOSADA"
605,10,36,4.8,0.48,3.21,"LECHE, LALA LIGHT DESLACTOSADA"
606,10,56.14,5.35,2.91,2.13,"LECHE, NUTRILECHE"
607,10,61.4,5.6,3,3,"LECHE, SANTA CLARA"
608,10,131,4.3,11.5,3.13,MEDIA CREMA
609,10,340,2.84,36.08,2.84,NATA DE LECHE
610,10,307.12,3.67,23.66,19.84,QUESO (PROMEDIO)
611,10,374,4.63,29.34,25.07,QUESO AÑEJO TIPO COTIJA
612,10,356,2.87,23,24,QUESO ASADERO
613,10,353,2.34,28.74,21.4,QUESO BLUE CHEESE
614,10,334,0.45,27.68,20.75,QUESO BRIE
615,10,334,0.45,27.68,20.75,QUESO BRIE
616,10,301.46,5.39,23.36,17.6,QUESO CAMEMBERT
617,10,393.24,1.85,32.31,23.71,QUESO CHEDDAR
618,10,173,1.91,7,24.35,QUESO CHEDDAR BAJO EN GRASA
619,10,398,1.91,32.62,24.35,QUESO CHEDDAR BAJO EN SODIO
620,10,337.61,2.48,27.33,20.41,QUESO CHIHUAHUA
621,10,89.89,2.63,3.63,11.22,QUESO COTTAGE
622,10,76,4.2,1.2,12.1,QUESO COTTAGE BAJO EN GRASA
623,10,296.83,4.75,29.25,6.37,QUESO CREMA
624,10,193.33,7.66,12.99,11.33,"QUESO CREMA O AMERICANO (AMARILLO), LIGHT"
625,10,265,3.88,21.49,14.21,QUESO FETA
626,10,292.43,6.31,20.7,15.43,QUESO FRESCO DE CABRA
627,10,361.52,1.12,29.44,21.89,QUESO GOUDA
628,10,413,0.36,32.34,29.81,QUESO GRUYERE
629,10,400,8.1,26,35.5,QUESO HOLANDES
630,10,332.44,0.86,27,21.5,QUESO MANCHEGO
631,10,293.22,3.32,21.2,22.33,QUESO MOZZARELLA
632,10,280.11,3.41,20.75,20.79,QUESO OAXACA
633,10,217.5,2,13.5,22,QUESO OAXACA LIGHT
634,10,320.2,5.36,22.49,19.51,"QUESO PANELA O FRESCO, DE VACA"
635,10,392.85,3.35,27.34,33.07,QUESO PARMESANO (DURO)
636,10,420,13.91,27.84,28.42,QUESO PARMESANO RALLADO
637,10,376,1.6,31.2,22.2,QUESO PASTEURIZADO AMERICANO (FORTIFICADO CON VITAMINA D)
638,10,334,2.1,25.01,24.73,QUESO PASTEURIZADO SUIZO
639,10,300,4.2,29.2,1.5,QUESO PHILADELPHIA
640,10,375,1.73,31.2,22.13,QUESO PIMIENTO
641,10,351,2.14,26.62,25.58,QUESO PROVOLONE
642,10,150,7.27,10.18,7.54,QUESO RICOTTA
643,10,138,5.14,7.91,11.39,QUESO RICOTTA BAJO ENGRASA
644,10,374,3.4,27.4,28.4,QUESO SUIZO
645,10,278,2.5,18,26.5,QUESO TIPO PANELA SEMIBLANDO OREADO
646,10,366.5,1,31.3,20.25,QUESO TIPO ROQUEFORT
647,10,161,10,8,12.3,REQUESON (PROMEDIO)
648,10,45.33,7.66,0.38,2.86,SOFUL PARA BEBER (TODOS SABORES)
649,10,45.33,7.66,0.38,2.86,"SOFUL, TIPO YOGURT (TODOS SABORES)"
650,10,68.75,15.87,0.05,1.25,YAKULT
651,10,37.5,10.5,0.05,1.25,YAKULT 40 LT LIGHT (SIN AZUCAR)
652,10,73,5.5,4,3.8,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, ALPURA YOGUR NATURAL SIN AZUCAR 150g"
653,10,46.4,7.88,0,3.68,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, LALA YOGUR NATURAL LIGHT 220g"
654,10,61.36,4.32,1.52,7.6,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO NATURAL 125g"
655,10,69.39,7.65,1.33,6.69,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO TODOS LOS SABORES 125g"
656,10,56.8,7.12,1.44,3.84,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO NATURAL 900g"
657,10,53.92,7.04,2.19,3.55,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO TODOS LOS SABORES 900g"
658,10,87,13.6,1.7,2.5,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (CIRUELA PASA 900 G)"
659,10,84,12.7,2.6,2.4,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (FRESA 900 G)"
660,10,84,10.6,3.12,3.28,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (NATURAL 900 G)"
661,10,102.92,16.99,2.67,2.83,"YOGUR DE VASO ENTERO CON FRUTAS, ALPURA (CON FRUTAS, 145g)"
662,10,89,13,2,3.7,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREAL, 1Kg)"
663,10,96.8,15.04,2.48,3.52,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREALES, 205g)"
664,10,691.2,15.68,2.32,3.12,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CREMOSO, FRESA, 125g)"
665,10,93.28,16.4,1.6,3.32,"YOGUR DE VASO ENTERO CON FRUTAS, SANTA CLARA (MORA AZUL - 125g)"
666,10,55,5,0.41,4.5,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) NATURAL"
667,10,55,8.3,0.37,4.5,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) TODOS LOS SABORES"
668,10,86.96,11.91,3.04,3.48,"YOGUR DE VASO ENTERO NATURAL, LALA (DESLACTOSADO, 900 g)"
669,10,37.33,4.44,1.02,2.53,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY 0% GRASA, TODOS LOS SABORES 225g"
670,10,37.33,4.53,1.02,2.53,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY BEBIBLE FIGURA O% 225g"
671,10,41.34,5.71,0.97,2.44,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA TODOS LOS SABORES 217g"
672,10,34,4,0.4,2.9,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL FRESA 0% (100g)"
673,10,79,12.7,1.5,2.9,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL MULTI FRUTAS (100g)"
674,10,73,10.8,1.6,3,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL (100g)"
675,10,28,3.3,0.1,2.8,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL 0% (100g)"
676,10,60.4,8.74,1.28,2.88,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL TODOS SABORES (100g)"
677,10,70.4,12,1.6,2.5,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (NATURAL 225g)"
678,10,78.29,13.59,1.59,2.41,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SEMILLAS SELECTAS, TODOS SABORES 225g)"
679,10,44.3,5.2,1.5,2.6,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SIN AZUCAR SABOR CIRUELA PASA 225g)"
680,10,81.8,14.7,1.5,2.4,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (TODOS LOS SABORES 225g)"
681,10,80.17,15.04,1.33,2,"YOGUR PARA BEBER CON PROBIÓTICOS, BENEGASTRO (NATURAL 240g)"
682,10,379.17,13.17,1.33,2.75,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (FRESA, 120g)"
683,10,75.83,13.17,1.33,2.75,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (NATURAL, 110g)"
684,10,80.6,14.4,1.46,2.44,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 BALANCE (TODOS LOS SABORES 250g)"
685,10,65.79,10.26,1.4,3.07,"YOGUR PARA BEBER CON PROBIÓTICOS, GASTRO PROTECT (NATURAL, 228g)"
686,10,67.9,10,1,3,"YOGUR PARA BEBER CON PROBIÓTICOS, SVELTY GASTRO PROTECT (NATURAL, 221g)"
687,10,78.67,13.44,1.6,2.44,"YOGUR PARA BEBER ENTERO CON FRUTA, ALPURA BEBIBLE (CON FRUTAS-DURAZNO, 250g)"
688,10,78.9,12.6,1.3,1.7,"YOGUR PARA BEBER ENTERO CON FRUTA, DANUP Q-KIS CREMOSO 220g"
689,10,80.75,13.02,1.82,3.07,"YOGUR PARA BEBER ENTERO CON FRUTA, OIKOS ESTILO GRIEGO BEBIBLE 225g"
690,10,72.93,12.98,1.61,1.61,"YOGUR PARA BEBER ENTERO CON FRUTA, YOPLAIT BEBIBLE ENTERO CON FRUTAS 242g"
691,10,91.5,14.9,2.17,3.07,YOGURT DE FRUTAS (TODOS LOS SABORES)
692,10,40.46,6.89,0.58,1.4,YOGURT DE SOYA (TODOS SABORES)
693,10,60.48,9.31,0.84,3.9,YOGURT LIGHT (TODOS SABORES)
694,10,82.8,11.86,2.63,3.44,YOGURT NATURAL (LECHE ENTERA)
695,10,66.18,7.24,1.39,3.77,YOGURT NATURAL (LECHE SEMIDESCREMADA)
696,10,73.7,12.67,1.69,1.96,YOGURT PARA BEBER (TODOS SABORES)
697,10,46.25,8.52,0.13,2.79,YOGURT PARA BEBER LIGHT (TODOS SABORES)
698,12,371,65.25,7.02,13.56,ALEGRIA NATURAL
699,12,376,61.23,7.2,16.45,AMARANTO TOSTADO
700,12,359,76.17,2.68,7.5,ARROZ INTEGRAL
701,12,123,25.58,0.97,2.74,ARROZ INTEGRAL COCIDO
702,12,374,80.89,1.03,7.51,ARROZ PRECOCIDO
703,12,363.29,79,1.46,7.38,ARROZ PROMEDIO
704,12,365,79.95,0.66,7.13,ARROZ PULIDO (CRUDO)
705,12,373,64.94,6.9,12.76,AVENA (HOJUELAS)
706,12,76,17.72,0.14,1.37,CAMOTE COCIDO SIN PIEL
707,12,354,73.48,2.3,12.48,CEBADA
708,12,352,75.5,1.16,9.91,CEBADA (PERLA)
709,12,351,69.76,2.5,12.3,CENTENO (GRANO)
710,12,97,22.06,1.24,3.26,ELOTE (PROMEDIO)
711,12,86,18.7,1.35,3.27,ELOTE AMARILLO
712,12,86,19.02,1.18,3.22,ELOTE BLANCO
713,12,97,21.71,1.41,3.34,ELOTE BLANCO COCIDO CON SAL
714,12,97,21.71,1.41,3.34,ELOTE BLANCO COCIDO SIN SAL
715,12,65.84,13.23,0.78,2.37,"ELOTE EN GRANO, INDUSTRIALIZADO"
716,12,358,78.2,1.2,8.5,"ESPAGUETI (SECO), NO PREPARADO"
717,12,355.56,87.78,0,0,FECULA DE MAIZ
718,12,367,46.7,9.72,23.15,GERMEN DE TRIGO (CRUDO)
719,12,365,74.26,4.74,9.42,GRANOS DE ELOTE NATURAL
720,12,354,77.8,1.1,8.2,HARINA 74% DE EXTRACCION (1A.)
721,12,359,76,2,9.3,HARINA 80% DE EXTRACCION (2A.)
722,12,365.23,81.5,1.09,7.5,HARINA DE ARROZ
723,12,296.3,55.9,3.6,6.8,HARINA DE MAIZ NIXTAMALIZADA (MASECA)
724,12,376,77,4,8,HARINA DE MAIZ NIXTAMALIZADA (MINSA)
725,12,394,78.8,5.1,8.2,HARINA DE MAIZ PARA ATOLE
726,12,387,78.45,4.2,8.8,HARINA DE MAIZ PARA TAMALES
727,12,337,71,1,11,HARINA DE TRIGO REFINADA
728,12,355,69.74,2.69,13.03,HARINA INTEGRAL DE CENTENO
729,12,345,68,4.5,8,HARINA NIXTAMALIZADA (Maseca)
730,12,285.7,55.2,4,8.4,HARINA PARA HOT CAKES
731,12,378,83.5,1.2,8.2,HARINA PARA REPOSTERIA
732,12,365,74.26,4.74,9.42,MAIZ AMARILLO
733,12,365,74.26,4.74,9.42,MAIZ BLANCO
734,12,371,70.49,4.7,11.7,MAIZ CACAHUAZINTLE
735,12,431,79.1,12.8,3.8,MAIZ INFLADO AZUCARADO
736,12,374,70.93,5.44,10.4,MAIZ NEGRO O AZUL
737,12,375,71.1,4.6,12.2,MAIZ PALOMERO
738,12,136.69,24.94,2.05,2.69,MAIZ PRECOCIDO (PARA POZOLE)
739,12,244.98,53.9,0.16,0.16,"MAIZENA SIN SABOR, EN POLVO"
740,12,206.5,47.55,10.16,14.77,MASA CON CACAO
741,12,161,31.8,2.2,3.5,MASA TRATADA CON CAL DE MAIZ AMARILLO
742,12,158,31.8,1.9,3.5,MASA TRATADA CON CAL DE MAIZ BLANCO
743,12,171,36.4,1.2,3.6,MASA YUCATAN  (NIXTAMAL)
744,12,364.2,55,12.5,8.5,OBLEAS
745,12,289.23,61.53,0.61,9.23,PAN ARABE (PITA) BLANDO
746,12,260,50,4.17,12.5,"PAN INTEGRAL (BOLILLO, TELERA)"
747,12,86,20.01,0.1,1.86,PAPA COCIDA CON SAL
748,12,87,20.13,0.1,1.87,PAPA COCIDA SIN SAL
749,12,157,30.59,0.93,5.8,PASTA COCIDA CON SAL
750,12,158,30.86,0.93,5.8,PASTA COCIDA SIN SAL
751,12,373,74.4,4.1,9.7,PASTA ENRIQUECIDA CON HUEVO
752,12,551,45.1,38.1,7.3,PASTA HOJALDRE (CRUDA)
753,12,362,78.5,1.6,8.4,PASTA PARA SOPA ENRIQUECIDA CON ESPINACAS
754,12,371,74.67,1.51,13.04,PASTA SIN ENRIQUECER (PROMEDIO)
755,12,361,76.85,3.86,6.93,PINOLE SIN AZUCAR
756,12,216,64.51,4.25,15.55,SALVADO DE TRIGO
757,12,239.65,46.42,3.69,5.82,TORTILLA (PROMEDIO)
758,12,362.33,76.71,3.88,7.76,TORTILLA DE HARINA MASECA O MINSA
759,12,193.93,45.58,0.54,4.32,TORTILLA DE LINAZA O NOPAL
760,12,199,39.72,2.67,5.1,TORTILLA NIXTAMALIZADA (PROMEDIO)
761,12,297,49.27,7.58,8.01,"TORTILLA, DE HARINA DE MAÍZ MASECA O MINSA (FORTIFICADA)"
762,12,185.81,39.88,2.07,4.14,"TORTILLA, DE HARINA DE MAIZ MINSA (FORTIFICADA), PREPARACION ESTANDARIZADA"
763,12,298.47,44.08,10.83,5.4,"TORTILLA, DE HARINA DE TRIGO (FORTIFICADA)"
764,12,214.07,44.08,1.93,5.27,"TORTILLA, DE MAIZ INDUSTRIALIZADA (PROMEDIO), (TIPO MILPA REAL)"
765,12,222,46.6,2.5,5.7,"TORTILLA, DE MAIZ Y SOYA"
766,12,193,40.6,1.5,4.3,"TORTILLA, DE MAIZ Y TRIGO"
767,12,228.6485,47.47,3.02,5.5,"TORTILLA, DE MASA DE MAIZ AMARILLO (NO FORTIFICADO)"
768,12,265.597,56.42,2.93,6.53,"TORTILLA, DE MASA DE MAIZ AZUL O NEGRO (NO FORTIFICADO)"
769,12,199.815,44.9,1,5.4,"TORTILLA, DE MASA DE MAIZ BLANCO (NO FORTIFICADO)"
770,12,365.51,76.96,2.14,8.37,"TOSTADA HORNEADA (SIN GRASA, SIN OTROS INGREDIENTES), INDUSTRIALIZADA"
771,12,455.51,66.37,17.45,8.28,"TOSTADA O TORTILLA FRITA, DE MAIZ INDUSTRIALIZADA (TIPO MILPA REAL)"
772,12,339,71.13,2.47,13.68,TRIGO ENTERO
773,12,140.3551,28.9531,1.8646,3.52202,"TORTILLA, DE HARINA DE MAIZ MASECA (FORTIFICADA), PREPARACION ESTANDARIZADA"
774,13,358.93,56.57,9,11.13,ALEGRIA CON DULCE
775,13,383,87.78,0.9,7.01,ARROZ INFLADO
776,13,399.58,86.66,3.66,5,ARROZ INFLADO CON COCOA
777,13,417,80.5,9,3.4,BARRA DE ARROZ INFLADO RICE KRISPIES KELLOGS
778,13,464,66.7,17.6,9.8,BARRA DE AVENA PASAS Y COCO
779,13,389,75.47,6.67,6.67,BARRA DE AVENA QUAKER TODOS LOS SABORES
780,13,390,78,7.4,8,BARRA DE GRANOLA BAJA EN GRASAS CON ALMENDRAS
781,13,495,62,25.5,7.7,BARRA DE GRANOLA DURA CON ALMENDRAS
782,13,483,62.3,23.8,9.8,BARRA DE GRANOLA DURA CON CACAHUATE
783,13,438,72.1,16.3,7.3,BARRA DE GRANOLA DURA CON CHISPAS DE CHOCOLATE
784,13,471,64.4,19.8,10.1,BARRA DE GRANOLA DURA SENCILLA
785,13,415,72.27,11.43,5.71,BARRA DE GRANOLA NATURE VALLEY CHEWY TRAIL MIX
786,13,487,61.14,22.86,9.14,BARRA DE GRANOLA NATURE VALLEY NUECES Y CACAHUATES
787,13,408,79.17,8.33,4.17,BARRA DE GRANOLA QUAKER CHEWY
788,13,342,77.6,0.9,5.9,BARRA DE GRANOLA RELLENA DE FRUTAS
789,13,455,60.13,20,8.6,BARRA DE GRANOLA SUAVE CON ALMENDRAS
790,13,418,70.2,16.57,5.65,BARRA DE GRANOLA SUAVE CON CHISPAS DE CHOCOLATE
791,13,427,70.8,15.5,6.1,BARRA DE GRANOLA SUAVE CON CHOCOLATE Y MALVAVISCOS
792,13,448,66.4,17.8,7.6,BARRA DE GRANOLA SUAVE CON PASAS
793,13,443,67.3,17.2,7.4,BARRA DE GRANOLA SUAVE SENCILLA
794,13,451,66.27,17.5,7.17,BARRA DE GRANOLA VARIOS SABORES
795,13,403,66.72,10.93,9.38,BARRA NUTRI GRAIN FRUTOS ROJOS
796,13,379.31,63.71,10.55,7.02,"BARRAS DE CEREAL RELLENAS (TIPO NUTRI-GRAIN, BRAN FRUIT)"
797,13,412.93,60.08,16.82,6.61,"BARRAS DE CEREAL, NO RELLENAS (TIPO MULTIGRANO Y ALL-BRAN, SPECIAL K)"
798,13,381.71,82.47,3.93,5.37,CEREAL ADICIONADO CHOCOLATE  (PROMEDIO)
799,13,307.1,76.24,2.62,10.22,CEREAL ALTO EN FIBRA PROMEDIO
800,13,342.36,74.16,1.78,7.33,"CEREAL BASICO PROMEDIO (CORN FLAKES, ARROZ INFLADO, AVENA)"
801,13,372,73.2,6.6,12.4,CEREAL CHEERIOS
802,13,379,82.76,3.45,6.9,CEREAL CHEERIOS MULTIGRANO
803,13,382,49.6,10.7,29.1,CEREAL CON GERMEN DE TRIGO
804,13,375,84.38,4.69,6.25,CEREAL COOKIE CRISP
805,13,375.15,64.48,8.79,10.29,CEREAL DE CAJA (PROMEDIO)
806,13,384.69,79.3,4.55,6.47,CEREAL MULTIINGREDIENTE (PROMEDIO)
807,13,331,83.68,4.06,6.37,CEREAL QUAKER CRUNCHY BRAN
808,13,384.5,84.3,3.91,4.48,CEREAL SABORIZADOS (PROMEDIO)
809,13,259,74.24,4.9,13.14,"CEREAL, ALL BRAN (KELLOGG'S)"
810,13,192,77,3.5,11.3,"CEREAL, ALL BRAN EXTRA FIBRA (KELLOGG'S)"
811,13,300,65,1.25,10,"CEREAL, ALL BRAN FLAKES COSECHA FRUTAL (KELLOGG'S)"
