index,group,calories,lipids,carbohydrates,protein,name
1177,17,95,13.7,0.6,8.7,GUAJE VERDE  (SEMILLAS)
1178,17,72,11.7,0.6,5.6,HABA VERDE
1179,17,44,8.41,0.73,3.29,HIERBABUENA
1180,17,62,8.8,0.8,4.8,HIERBAMORA
1181,17,30,2.2,0.8,3.6,"HOJA SANTA (NOMO,ACUYO)"
1182,17,64,6.7,0.9,7.2,HOJAS DE CHAYA
1183,17,23,4.7,0.3,1.7,HOJAS DE CHICORIA
1184,17,45,9.2,0.7,2.7,HOJAS DE DIENTE DE LEON
1185,17,23,3.1,0.2,2.1,HOJAS DE ENDIVIA
1186,17,33,4.8,0.4,2.6,HOJAS DE MOSTAZA
1187,17,71,10.8,1.7,3,HOJAS DE NABO
1188,17,20,4.4,0.2,1.1,HOJAS DE PATA DE PALOMA
1189,17,39,4,0.43,4.78,HOJAS DE QUELITE DE TRAPO
1190,17,55,9.9,0.5,2.8,HOJAS DE RABANO
1191,17,19,2.33,0.4,3.15,HOJAS Y PUNTAS DE CALABAZA
1192,17,22,3.87,0.35,2.11,HONGO PORTOBELLO
1193,17,22,3.26,0.34,3.09,HONGOS (PROMEDIO)
1194,17,80,13.46,0.57,5.25,HUAUZONTLE
1195,17,52,9.17,0.32,3.05,HUITLACOCHE
1196,17,18,3.89,0.2,0.88,JITOMATE BOLA
1197,17,32,5.84,1.02,0.96,JITOMATE CHERRY
1198,17,258,55.76,2.97,14.11,JITOMATE DESHIDRATADO
1199,17,18,3.89,0.2,0.88,JITOMATE SALADET
1200,17,35,7.12,0.11,1.5,JITOMATILLO (MILTOMATE)
1201,17,17,3.29,0.3,1.23,LECHUGA OREJONA
1202,17,14,2.97,0.14,0.9,LECHUGA ROMANA (ICERBERG O DE CABEZA)
1203,17,16,2.26,0.22,1.33,"LECHUGA SANGRIA, FRANCESA, ITALIANA"
1204,17,40,3.9,0.6,4.8,MALVA
1205,17,28,6.43,0.1,0.9,NABO
1206,17,16,3.33,0.09,1.32,NOPALES
1207,17,15,3.28,0.05,1.35,NOPALES COCIDOS SIN SAL
1208,17,22,2.89,0.33,1.75,PAPALOQUELITE
1209,17,21.57,3.68,0.23,1.2,"PEPINILLO (PICKLES), INDUSTRIALIZADO"
1210,17,15,3.63,0.11,0.65,PEPINO CON CASCARA
1211,17,12,2.16,0.16,0.59,PEPINO SIN CASCARA
1212,17,36,6.33,0.79,2.97,PEREJIL
1213,17,31,6.03,0.3,0.99,PIMIENTO MORRON ROJO
1214,17,27,6.32,0.21,1,"PIMIENTO MORRON, AMARILLO"
1215,17,20,4.64,0.17,0.86,"PIMIENTO MORRON, VERDE"
1216,17,61,14.15,0.3,1.5,PORO
1217,17,32.54,6.41,0.19,1.32,"PURE DE TOMATE, INDUSTRIALIZADO"
1218,17,40,5.1,0.5,3.6,QUELITE
1219,17,16,3.4,0.1,0.68,RABANO CHICO
1220,17,24,4.33,0.26,1.06,RABANO LARGO
1221,17,34,4.4,0.2,3.6,ROMERITOS
1222,17,105.37,23.84,0.38,0.77,SALSA CATSUP
1223,17,37.62,7.69,0.08,1.54,"SALSA DE TOMATE, INDUSTRIALIZADA"
1224,17,31.83,5.1,0.63,0.53,"SALSA ROJA MEXICANA, INDUSTRIALIZADA"
1225,17,0,0,0,0,SALSA VALENTINA
1226,17,77,5.1,0.2,1.1,SALSIFI (CONDIMENTO)
1227,17,23,5.1,0.2,1.2,TOMATE (VERDE)
1228,17,32,5.84,1.02,0.96,TOMILES (TOMATITOS)
1229,17,20,3.39,0.36,2.03,VERDOLAGA
1230,17,43.68,9.43,0.27,2.24,"VERDURA PRECOCIDA (CHICHARO, ZANAHORIA, ELOTE, ETC.), INDUSTRIALIZADA"
1231,17,60,13.09,0.15,2.86,VERDURAS COCIDAS CON SAL
1232,17,53,11.5,0.3,2.1,"VERDURAS COMBINADAS (PARA SOPA O CALDO), CRUDAS"
1233,17,17.88,3.16,0.25,1.77,VERDURAS DE HOJA VERDE (PROMEDIO DE BASE)
1234,17,25.86,4.46,0.27,2.46,VERDURAS HOJAS OSCURAS (PROMEDIO)
1235,17,65.86,10.9,1.04,3.21,"VERDURAS MIXTAS, INDUSTRIALIZADAS"
1236,17,25,5.2,0.4,0.1,XOCONOSTLE
1237,17,41,9.58,0.24,0.93,ZANAHORIA
1238,17,35,8.22,0.18,0.76,ZANAHORIA COCIDA
1239,17,28,6,0,1.06,"ZANAHORIA, INDUSTRIALIZADA"
1240,18,197.6,2.19,20.37,1.46,"ACEITUNAS (PROMEDIO), INDUSTRIALIZADAS"
1241,18,573,23.45,49.67,17.73,AJONJOLI
1242,18,579,21.67,49.93,21.15,ALMENDRAS
1243,18,618,16.7,54.55,14.95,AVELLANAS
1244,18,469.55,37.69,30.06,12.95,"BOTANA DE CACAHUATES, SEMILLAS Y PASAS"
1245,18,587,21.26,49.66,24.35,CACAHUATE (TOSTADO) CON CASCARA
1246,18,521.57,40.59,29.83,20.17,CACAHUATE JAPONÉS
1247,18,587,21.26,49.66,24.35,CACAHUATE TOSTADO  CON SAL
1248,18,587,21.26,49.66,24.35,CACAHUATE TOSTADO SIN CASCARA
1249,18,596,26.1,48,15,CACAO CON CASCARA
1250,18,629,21.9,52.5,17.1,CACAO PASTA
1251,18,588,20.1,49.3,16,CACAO SIN CASCARA
1252,18,165,32.5,1.5,5.44,CASTAÑA CRUDA
1253,18,692,14.3,67.4,7.1,COCO DE ACEITE (COQUITO O COROSO)
1254,18,520,35.65,34,25.9,CREMA DE CACAHUATE BAJA EN GRASA
1255,18,589,21.57,49.94,24.06,CREMA DE CACAHUATE CON GRASA Y SAL
1256,18,571,21.43,50,21.43,HARINA DE ALMENDRA
1257,18,654,13.71,65.21,15.23,NUEZ
1258,18,410.78,47.4,20.49,12.36,PALANQUETA DE CACAHUATE INDUSTRIALIZADA
1259,18,597,16,50.7,19.21,PIÑON
1260,18,572,28.28,45.82,21.05,PISTACHE
1261,18,559,10.71,49.05,30.23,SEMILLA DE CALABAZA
1262,18,584,20,51.46,20.78,SEMILLA SECA DE GIRASOL CON CASCARA
1263,18,584,20,51.46,20.78,"SEMILLAS SECAS DE GIRASOL, PELADAS"
1264,19,337,57.97,1.8,22.33,ALUBIA
1265,19,337,58.4,2,21.4,ARVEJA O ARVEJON
1266,19,345,60.7,2.6,22,FRIJOL AMARILLO
1267,19,330,59.6,1.7,19,FRIJOL AYOCOTE
1268,19,345,58.6,1.9,19.63,FRIJOL AZUFRADO
1269,19,331,57.3,1.8,21.28,FRIJOL BAYO GORDO
1270,19,333,60.27,0.85,23.36,FRIJOL BLANCO
1271,19,333,60.01,0.83,23.58,FRIJOL CRUDO (PROMEDIO)
1272,19,343,62.78,1.49,21.7,FRIJOL DE ARBOL (GANDUL)
1273,19,316,59.06,1.7,16,FRIJOL GARBANCILLO
1274,19,132,23.71,0.54,8.86,FRIJOL HERVIDO CON SAL
1275,19,132,23.71,0.54,8.86,FRIJOL HERVIDO SIN SAL
1276,19,341,62.36,1.42,21.6,FRIJOL NEGRO
1277,19,322,58.22,1.5,19,FRIJOL OJO DE LIEBRE
1278,19,339,60.1,1.5,21.2,FRIJOL PALACIO
1279,19,343,64.19,1.13,20.96,FRIJOL ROSITA
1280,19,76.13,14.27,0.37,3.98,"FRIJOLES DE OLLA, INDUSTRIALIZADOS"
1281,19,71.25,6.3,3.51,3.68,"FRIJOLES MOLIDOS (TIPO ISADORA), INDUSTRIALIZADOS"
1282,19,101.38,12.59,4.3,4.55,"FRIJOLES REFRITOS, INDUSTRIALIZADOS"
1283,19,364,62.95,6.04,20.47,GARBANZO
1284,19,164,27.42,2.59,8.86,GARBANZO COCIDO CON SAL
1285,19,164,27.42,2.59,8.86,GARBANZO COCIDO SIN SAL
1286,19,432.68,39.41,22.76,20.86,HABAS Y GARBANZOS ENCHILADOS
1287,19,341,58.29,1.53,26.12,HABA SECA
1288,19,110,19.65,0.4,7.6,HABAS COCIDAS CON SAL
1289,19,110,19.65,0.4,7.6,HABAS COCIDAS SIN SAL
1290,19,348.5,60.32,2.45,23.08,"HABAS, LENTEJAS, GARBANZOS, IBES, ALUBIA (PROMEDIO)"
1291,19,328,57.39,2.1,19.8,HARINA DE FRIJOL
1292,19,363,54.72,6.69,20.89,HARINA DE GARBANZO
1293,19,370,64.6,1.9,23.6,HARINA DE HABA
1294,19,360,33.81,7.03,40.36,HARINA DE SOYA BAJA EN GRASA
1295,19,338,34.4,1,47.8,HARINA DE SOYA DESGRASADA
1296,19,113,20.17,0.86,6.84,IBES (FRESCOS)
1297,19,335,62.83,0.93,20.62,IBES (SECOS)
1298,19,352,63.35,1.06,24.63,LENTEJAS
1299,19,114,19.54,0.38,9.02,LENTEJAS COCIDAS CON SAL
1300,19,116,20.13,0.38,9.02,LENTEJAS COCIDAS SIN SAL
1301,19,446,30.16,19.94,36.49,SOYA  EN GRANO
1302,19,337,35.89,2.39,49.2,SOYA TEXTURIZADA (NO PREPARADA)
1303,20,140.86,2.83,8.88,11.74,"ALAMBRE DE POLLO (CON JAMON, VERDURAS, QUESO), PREPARACION ESTANDARIZADA"
1304,20,155.19,3.81,11.32,9.87,"ALAMBRE DE RES (RES, SALCHICHA, PIMIENTO MORRON, CEBOLLA), PREPARACION ESTANDARIZADA"
1305,20,375,1.73,31.2,22.13,"ALAMBRE VEGETARIANO, PREPARACION ESTANDARIZADA"
1306,20,173.09,5.51,12.25,10.02,"ALBONDIGA (RES O CERDO), PREPARACION ESTANDARIZADA"
1307,20,151.74,2.45,11.68,8.9,"ALBONDIGA PROMEDIO, PREPARACION ESTANDARIZADA"
1308,20,125.31,25.74,1.11,2.2,"ARROZ  BLANCO FRITO, PREPARACION ESTANDARIZADA"
1309,20,100.16,20.92,0.8,1.91,"ARROZ  ROJO FRITO SIN VERDURAS, PREPARACION ESTANDARIZADA"
1310,20,188.64,37.91,2.06,3.21,"ARROZ COCIDO, PREPARACION ESTANDARIZADA"
1311,20,103.48,21.04,1.13,2.07,"ARROZ CON MOLE, PREPARACI�N ESTANDARIZADA"
1312,20,160.15,18.15,7.95,3.96,"ARROZ FRITO ESTILO CHINO, PREPARACION ESTANDARIZADA"
1313,20,174,32.79,2.96,4.05,"ARROZ FRITO, INDUSTRIALIZADO"
1314,20,139.04,21,2.99,5.79,"ARROZ ROJO CON ATUN, PREPARACION ESTANDARIZADA"
1315,20,140.39,22.37,4.5,2.12,"ARROZ ROJO FRITO CON VERDURAS, PREPARACION ESTANDARIZADA"
1316,20,93.3,4.57,5.05,6.9,"ATUN CON HUEVO, PREPARACION ESTANDARIZADA"
1317,20,216.5,20.27,10.93,8.84,"BAGUETTE PROMEDIO, PREPARACION ESTANDARIZADA"
1318,20,409,7.57,38.49,9.56,"BANDERILLA DE SALCHICHA O SALCHICHA EMPANIZADA, PREPARACION ESTANDARIZADA"
1319,20,72.43,1.59,3.07,9.36,"BIRRIA, PREPARACION ESTANDARIZADA"
1320,20,224.61,28.25,11.91,2.22,"BODOQUE DE PLATANO SALADO, PREPARACION ESTANDARIZADA"
1321,20,158.13,5.45,12.79,6.09,"BROCHETA DE RES, PREPARACION ESTANDARIZADA"
1322,20,17.28,3.19,0.32,1.15,"CALABACITAS AL VAPOR, PREPARACION ESTANDARIZADA"
1323,20,54.05,5.78,3.33,1.18,"CALABAZAS GUISADAS, PREPARACION ESTANDARIZADA"
1324,20,53.18,9.9,0.66,2.33,"CALDO DE BORREGO (SIN CARNE), PREPARACION ESTANDARIZADA"
1325,20,76.08,4.01,0.49,10.62,"CALDO DE CAMARON (CON CAMARONES SECOS), PREPARACION ESTANDARIZADA"
1326,20,28.61,4.24,0.48,1.61,"CALDO DE CAMARON CON CAMARONES FRESCOS, PREPARACION ESTANDARIZADA"
1327,20,16.49,2.97,0.04,1.17,"CALDO DE FRIJOL (SIN FRIJOL), PREPARACION ESTANDARIZADA"
1328,20,35.66,1.78,1.85,2.98,"CALDO DE IGUANA, PREPARACION ESTANDARIZADA"
1329,20,61.4,3.44,5.02,1.16,"CALDO DE JITOMATE, PREPARACION ESTANDARIZADA"
1330,20,30.32,1.42,0.58,3.53,"CALDO DE MARISCOS (CON MARISCOS), PREPARACION ESTANDARIZADA"
1331,20,35.73,1.27,1.16,3.88,"CALDO DE PESCADO (CON PESCADO), PREPARACION ESTANDARIZADA"
1332,20,16,0.4,0.6,2,"CALDO DE PESCADO (SIN PESCADO), PREPARACION ESTANDARIZADA"
1333,20,44.04,0.99,2.45,4.34,"CALDO DE POLLO (CON POLLO), PREPARACION ESTANDARIZADA"
1334,20,16,0.38,0.57,2.02,"CALDO DE POLLO (SIN POLLO), PREPARACION ESTANDARIZADA"
1335,20,71,6.88,2.64,5.06,"CALDO DE POLLO CON POLLO,PREPARACION INDUSTRIALIZADA"
1336,20,21.89,2.53,0.48,1.83,"CALDO DE POLLO CON VERDURAS (SIN POLLO), PREPARACION ESTANDARIZADA"
1337,20,20.95,3.13,0.12,2.2,"CALDO DE PUERCO CON VERDURAS SIN PUERCO, PREPARACION ESTANDARIZADA"
1338,20,11,0.32,0,2.52,"CALDO DE RES (SIN RES), PREPARACION ESTANDARIZADA"
1339,20,131.17,6.89,8.94,6.27,"CALDO DE RES CON VERDURA (CON CARNE), PREPARACION ESTANDARIZADA"
1340,20,250.9,6.7,18.31,16.47,CARNE DE RES CON CHILE SECO (PROMEDIO)
1341,20,103.7,4.93,4.71,12.35,"CARNE DE RES FRITA O ASADA, PREPARACION ESTANDARIZADA"
1342,20,112.22,3.54,5.87,11.02,"CARNE DESMENUZADA DE RES CON HUEVO, PREPARACION ESTANDARIZADA"
1343,20,237.66,2.27,19.13,13.98,"CARNE PARA HAMBURGUESA FRITA, PREPARACION ESTANDARIZADA"
1344,20,211.66,3.98,15.8,12.92,"CARNITAS, PREPARACION ESTANDARIZADA"
1345,20,29.96,6,0.13,0.57,"CEBOLLA CON CHILE HABANERO, PREPARACION ESTANDARIZADA"
1346,20,87.9,8.79,5.75,1.01,"CEBOLLAS FRITAS, PREPARACION ESTANDARIZADA"
1347,20,209.59,2.56,13.75,18.24,"CECINA EN JITOMATE, PREPARACION ESTANDARIZADA"
1348,20,110.92,14.45,4.06,4.25,"CEREAL CON LECHE, PREPARACION ESTANDARIZADA"
1349,20,48.2,5.61,2.17,3.29,"CEVICHE DE CAMARON, PREPARACION ESTANDARIZADA"
1350,20,75.31,3.38,2.04,10.15,"CEVICHE DE PESCADO, PREPARACION ESTANDARIZADA"
1351,20,101.61,11.85,2.99,9.63,"CEVICHE DE SOYA, PREPARACION ESTANDARIZADA"
1352,20,60.72,7.78,3.6,1.2,"CEVICHE DE VERDURAS (ZANAHORIA, CAPSUT, CEBOLLA, CILANTRO), PREPARACION ESTANDARIZADA"
1353,20,98.65,8.65,3.31,9.05,"CHARALES ENTOMATADOS, PREPARACION ESTANDARIZADA"
1354,20,32.94,5.02,1.42,0.82,"CHAYOTES A LA MEXICANA, PREPARACION ESTANDARIZADA"
1355,20,84.24,4.76,4.66,6.13,"CHICHARRON EN SALSA  ROJA, PREPARACION ESTANDARIZADA"
1356,20,115.22,4.59,6.74,9.51,"CHICHARRON EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA"
1357,20,146.21,4.42,8.81,12.9,"CHICHARRON EN SALSA VERDE, PREPARACION ESTANDARIZADA"
1358,20,505.96,4.52,32.95,47.92,"CHICHARRON PRENSADO, PREPARACION ESTANDARIZADA"
1359,20,133.49,5.89,8.2,9.25,"CHICHILO, PREPARACION ESTANDARIZADA"
1360,20,205.57,3.32,13.64,16.85,"CHILACAYOTE CON PUERCO, PREPARACION ESTANDARIZADA"
1361,20,41.16,3.03,3.09,0.63,"CHILACAYOTE EN SALSA ROJA, PREPARACION ESTANDARIZADA"
1362,20,130.1,10.12,7.22,6.05,"CHILE RELLENO (PROMEDIO), PREPARACION ESTANDARIZADA"
1363,20,121.75,11.55,6.67,4.01,"CHILE RELLENO DE FRIJOL, PREPARACION ESTANDARIZADA"
1364,20,104.15,13.62,2.88,5.88,"CHILE RELLENO DE POLLO, PREPARACION ESTANDARIZADA"
1365,20,79.28,7.55,3.13,4.83,"CHILE RELLENO DE QUESO, PREPARACION ESTANDARIZADA"
1366,20,215.2,7.78,16.2,9.5,"CHILE RELLENO DE RES, PREPARACION ESTANDARIZADA"
1367,20,42.21,9.06,0.56,1.32,"CHILEATOLE SIN LECHE, PREPARACION ESTANDARIZADA"
1368,20,405.17,5.77,38,9.22,"CHILORIO, PREPARACION ESTANDARIZADA"
1369,20,153.04,5.16,7.77,15.24,"CHILPOSO, PREPARACION ESTANDARIZADA"
1370,20,216.08,11.9,14.7,8.55,"CHORIZO CON PAPAS, PREPARACION ESTANDARIZADA"
1371,20,124,0.66,8.79,9.92,"CLARA DE HUEVO FRITA, PREPARACION ESTANDARIZADA"
1372,20,126.75,3.77,7.72,10.09,"COCHINITA PIBIL, PREPARACION ESTANDARIZADA"
1373,20,90.07,11.01,3.66,3.64,"COCTEL DE CAMARONES, PREPARACION ESTANDARIZADA"
1374,20,70.26,17.6,0.25,0.86,"COCTEL DE FRUTAS (FRESA, UVA, KIWI, PLATANO Y DURAZNO), PREPARACION ESTANDARIZADA"
1375,20,66.63,16.79,0.23,0.56,"COCTEL DE FRUTAS (MANGO, DURAZNO, PI�A, MELON, CEREZA, FRESA Y AZUCAR), PREPARACION ESTANDARIZADA"
1376,20,32.9,7.75,0.12,0.61,"COCTEL DE FRUTAS (MELON, SANDIA Y PAPAYA), PREPARACION ESTANDARIZADA"
1377,20,58.42,14.37,0.16,0.65,"COCTEL DE FRUTAS (PAPAYA, MELON, PLATANO, FRESA, UVA, KIWI, MANGO, PI�A Y MIEL), PREPARACION ESTANDARIZADA"
1378,20,57.05,14.13,0.19,0.67,"COCTEL DE FRUTAS PROMEDIO, PREPARACION ESTANDARIZADA"
1379,20,67.54,5.6,3.12,5.04,"CONSOME DE SOYA, PREPARACION ESTANDARIZADA"
1380,20,55.94,7.83,2.14,1.34,"CREMA CONDENSADA DE ESPARRAGOS, INDUSTRIALIZADA"
1381,20,103.17,7.14,7.14,1.59,"CREMA CONDENSADA DE POLLO, INDUSTRIALIZADA"
1382,20,83.16,6.47,5.34,2.19,"CREMA DE APIO, PREPARACION ESTANDARIZADA"
1383,20,77.94,5.92,5,2.49,"CREMA DE BROCOLI, PREPARACION ESTANDARIZADA"
1384,20,49.2,4.36,3.52,0.45,"CREMA DE CALABAZA, PREPARACION ESTANDARIZADA"
1385,20,56.68,4.89,2.94,2.6,"CREMA DE CHAMPINONES, PREPARACION ESTANDARIZADA"
1386,20,54.03,6.08,2.2,2.48,"CREMA DE CHICHARO, PREPARACION ESTANDARIZADA"
1387,20,177.45,22.21,8.23,4.22,"CREMA DE ELOTE BLANCO, PREPARACION ESTANDARIZADA"
1388,20,56.59,2.23,4.48,1.96,"CREMA DE ESPARRAGO, PREPARACION ESTANDARIZADA"
1389,20,74.57,6.08,4.26,3.13,"CREMA DE ESPINACA, PREPARACION ESTANDARIZADA"
1390,20,101.68,3.6,8.83,2.07,"CREMA DE FLOR DE CALABAZA, PREPARACION ESTANDARIZADA"
1391,20,56.51,5.44,3.02,2.11,"CREMA DE JITOMATE, PREPARACION ESTANDARIZADA"
1392,20,66.05,5.2,4.14,2.13,"CREMA DE VERDURAS (PROMEDIO), PREPARACION ESTANDARIZADA"
1393,20,61,8.2,1.4,3.9,"CREMA DE VERDURAS Y CEBADA (PROMEDIO), INDUSTRIALIZADA"
1394,20,50.19,6.89,1.84,1.84,"CREMA DE ZANAHORIA, PREPARACION ESTANDARIZADA"
1395,20,125.39,8.97,6.69,7.24,"CREPA DE CHAMPINONES CON QUESO, PREPARACION ESTANDARIZADA"
1396,20,230.31,10.69,17.34,8.49,"CREPA DE JAMON CON QUESO CREMA, PREPARACION ESTANDARIZADA"
1397,20,219.66,13.78,13.54,10.54,"CREPA DE JAMON CON QUESO MANCHEGO, PREPARACION ESTANDARIZADA"
1398,20,170.48,13.56,9.02,8.54,"CREPA DE QUESO CON CHAMPINONES, PREPARACION ESTANDARIZADA"
1399,20,203.93,25.8,9.44,4.98,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA"
1400,20,213.62,27.64,10.18,4.39,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA"
1401,20,181.92,23.11,6.78,7.77,"CREPA POBLANA, PREPARACION ESTANDARIZADA"
1402,20,182.73,8.93,11.39,11.29,"CREPA SALADA (TODOS SABORES), PREPARACION ESTANDARIZADA"
1403,20,364.56,13.93,30.67,13.06,"CROQUETAS DE ATUN, PREPARACION ESTANDARIZADA"
1404,20,245.77,7.33,21.65,6.96,"CROQUETAS DE ESPINACA, PREPARACION ESTANDARIZADA"
1405,20,440.35,22.86,33.8,11.27,"CUERNITO CON JAMON O POLLO, PREPARACION ESTANDARIZADA"
1406,20,170.85,2.9,11.68,8.47,"DISCADA, PREPARACION ESTANDARIZADA"
1407,20,230.25,26.5,9.73,9.12,"EMPANADA DE GUISADO, PREPARACION ESTANDARIZADA"
1408,20,379.38,22.29,28.49,7.67,"EMPANADAS DE QUESO, PREPARACION ESTANDARIZADA"
1409,20,187,9.41,9.26,16.04,"ENSALADA DE ATUN, INDUSTRIALIZADA"
1410,20,107.91,4,6.22,11.9,"ENSALADA DE ATUN, PREPARACION ESTANDARIZADA"
1411,20,124.5,18.42,5.26,0.87,"ENSALADA DE COL O REPOLLO, INDUSTRIALIZADA"
1412,20,17.58,4.07,0.12,0.74,"ENSALADA DE COL, PREPARACION ESTANDARIZADA"
1413,20,49.84,5.02,3.48,1.02,"ENSALADA DE LECHUGA CON ADEREZO, PREPARACION ESTANDARIZADA"
1414,20,77.79,5.25,4.22,4.53,"ENSALADA DE NOPALES, PREPARACION ESTANDARIZADA"
1415,20,170.2,12.8,12.31,1.99,"ENSALADA DE VERDURAS CON MAYONESA O CREMA (SIN CARNE), PREPARACION ESTANDARIZADA"
1416,20,100.19,5.13,6.66,6.18,"ENSALADA DE ZANAHORIA, LECHUGA Y PECHUGA, PREPARACION ESTANDARIZADA"
1417,20,235.77,9.62,19.05,5.07,"ENSALADA RUSA (POLLO, MAYONESA, ZANAHORIA, PAPA, ETC), PREPARACION ESTANDARIZADA"
1418,20,17.22,4.02,0.14,0.84,"ENSALADA, PREPARACION ESTANDARIZADA"
1419,20,78.12,13.09,2,2.27,"ESPAGUETI CON JITOMATE, PREPARACION ESTANDARIZADA"
1420,20,124.42,18.06,4.3,3.53,"ESPAGUETI ESTILO CHINO, PREPARACION ESTANDARIZADA"
1421,20,197.87,12.85,8.85,15.37,"FILETE DE PESCADO EMPANIZADO, PREPARACION ESTANDARIZADA"
1422,20,199.96,0.42,13.61,15.98,"FILETE DE PESCADO FRITO, PREPARACION ESTANDARIZADA"
1423,20,352.32,7.55,30.11,11.63,"FILETE DE PESCADO REBOSADO, PREPARACION ESTANDARIZADA"
1424,20,116.53,14.19,4.75,4.68,"FRIJOLES COCIDOS (PROMEDIO), PREPARACION ESTANDARIZADA"
1425,20,184.25,36.4,1.39,5.93,"FRIJOLES CON ARROZ, PREPARACION ESTANDARIZADA"
1426,20,346.17,16.05,24.3,15.58,"FRIJOLES CON CHORIZO/LONGANIZA, PREPARACION ESTANDARIZADA"
1427,20,131.11,13.04,3.57,11.81,"FRIJOLES CON PUERCO, PREPARACION ESTANDARIZADA"
1428,20,82.66,15.25,0.34,5.09,"FRIJOLES DE OLLA, PREPARACION ESTANDARIZADA"
1429,20,243.08,19.95,15.49,6.5,"FRIJOLES REFRITOS CON  MANTECA, PREPARACION ESTANDARIZADA"
1430,20,115.38,13.91,4.9,4.47,"FRIJOLES REFRITOS CON ACEITE, PREPARACION ESTANDARIZADA"
1431,20,160.52,14.55,8.64,6.18,"GARBANZO CON CHORIZO, PREPARACION ESTANDARIZADA"
1432,20,116.13,8.04,9.81,1.65,"GUACAMOLE, PREPARACION ESTANDARIZADA"
1433,20,116.79,15.23,3.71,5.75,"GUISADO DE ALUBIAS, PREPARACION ESTANDARIZADA"
1434,20,74.04,10.17,1.95,5.56,"GUISADO DE ATUN, PREPARACION ESTANDARIZADA"
1435,20,197.29,8.81,13.98,7.79,"GUISADO DE CAMARONES (AL MOJO DE AJO, A LA DIABLA, EMPANIZADOS, CON QUESO, ETC), PREPARACION ESTANDARIZADA"
1436,20,101.41,6.98,3.93,9.71,"GUISADO DE CARNE DE CERDO, PREPARACION ESTANDARIZADA"
1437,20,145.15,10.66,6.44,10.81,"GUISADO DE CONEJO, PREPARACION ESTANDARIZADA"
1438,20,42.05,6.69,1.59,1.53,"GUISADO DE EJOTES A LA MEXICANA, PREPARACION ESTANDARIZADA"
1439,20,90.92,14.91,2.25,3.46,"GUISADO DE GARBANZO, PREPARACION ESTANDARIZADA"
1440,20,47.65,6.92,1.17,2.66,"GUISADO DE HABAS VERDES, PREPARACION ESTANDARIZADA"
1441,20,110.24,3.66,5.35,8.57,"GUISADO DE MARISCOS (NO CEVICHE), PREPARACION ESTANDARIZADA"
1442,20,146.11,4.71,10.27,8.7,"GUISADO DE MORONGA O RELLENA, PREPARACION ESTANDARIZADA"
1443,20,105.8,7.08,6.24,5.38,"GUISADO DE POLLO, PREPARACION ESTANDARIZADA"
1444,20,106.37,6.72,7.82,2.55,"GUISADO DE QUELITES, PREPARACION ESTANDARIZADA"
1445,20,141.14,8.19,9.07,5.95,"GUISADO DE RAJAS (SIN CREMA), PREPARACION ESTANDARIZADA"
1446,20,124.7,3.88,7.49,10.6,"GUISADO DE RES CON VERDURAS ESTILO CHINO, PREPARACION ESTANDARIZADA"
1447,20,98.2,2.44,7.38,5.75,"GUISADO DE RES, PREPARACION ESTANDARIZADA"
1448,20,138.21,2.61,11.64,6.73,"GUISADO DE SALCHICHA, PREPARACION ESTANDARIZADA"
1449,20,296,5.35,24.7,13.1,"GUISADO DE SOYA (TIPO GUTEN), PREPARACI�N INDUSTRIALIZADA"
1450,20,104.09,11.07,2.32,11.45,"GUISADO DE SOYA, PREPARACION ESTANDARIZADA"
1451,20,48.25,6.54,1.95,1.73,"GUISADO DE VERDURAS ESTILO CHINO, PREPARACION ESTANDARIZADA"
1452,20,169.3,2.16,13.09,10.72,"GUISADOS DE HUEVO (CON CHORIZO, SALCHICHA, A LA MEXICANA), PREPARACION ESTANDARIZADA"
1453,20,125.14,11.97,5.41,7.39,"HABAS SECAS CON HUEVO, PREPARACION ESTANDARIZADA"
1454,20,184.78,32.29,0.85,13.72,"HABAS SECAS GUISADAS (EXCEPTO HUEVO), PREPARACION ESTANDARIZADA"
1455,20,93.39,9.8,5.05,2.86,"HABAS VERDES SOFRITAS EN ACEITE , PREPARACION ESTANDARIZADA"
1456,20,136.42,6.77,7.6,9.64,"HIGADO DE RES ENCEBOLLADO, PREPARACION ESTANDARIZADA"
1457,20,375.02,27.57,26.05,9.09,"HOJALDRA CON ATUN, PREPARACION ESTANDARIZADA"
1458,20,38.4,4.24,1.95,2.14,"HONGOS EN SALSA VERDE, PREPARACION ESTANDARIZADA"
1459,20,323.83,9.11,28.19,8.03,"HUAUZONTLES CAPEADOS, PREPARACION ESTANDARIZADA"
1460,20,105.46,4.61,7.83,4.72,"HUEVO CON EJOTES, PREPARACION ESTANDARIZADA"
1461,20,254.47,11.82,19.32,8.72,"HUEVO CON FRIJOLES, PREPARACION ESTANDARIZADA"
1462,20,119.34,3.62,8.66,6.67,"HUEVO EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA"
1463,20,119.98,3.95,8.57,6.67,"HUEVO EN SALSA ROJA, PREPARACION ESTANDARIZADA"
1464,20,118.71,3.3,8.76,6.68,"HUEVO EN SALSA VERDE, PREPARACION ESTANDARIZADA"
